geo,indic_code,indicator,year,value
RS,CNMIGRATRT,Net Migration Rate,2014,0.3
RS,CNMIGRATRT,Net Migration Rate,2015,0.0
RS,CNMIGRATRT,Net Migration Rate,2016,0.0
RS,CNMIGRATRT,Net Migration Rate,2017,0.0
RS,CNMIGRATRT,Net Migration Rate,2018,0.0
RS,CNMIGRATRT,Net Migration Rate,2019,0.0
RS,CNMIGRATRT,Net Migration Rate,2020,0.0
RS,CNMIGRATRT,Net Migration Rate,2021,0.0
RS,CNMIGRATRT,Net Migration Rate,2022,-16.3
RS,CNMIGRATRT,Net Migration Rate,2023,0.0
RS,CNMIGRATRT,Net Migration Rate,2024,0.0
RS,DEATH,Deaths,1995,93933.0
RS,DEATH,Deaths,1996,98370.0
RS,DEATH,Deaths,1997,98068.0
RS,DEATH,Deaths,1998,99376.0
RS,DEATH,Deaths,1999,101444.0
RS,DEATH,Deaths,2000,104042.0
RS,DEATH,Deaths,2001,99008.0
RS,DEATH,Deaths,2002,102785.0
RS,DEATH,Deaths,2003,103946.0
RS,DEATH,Deaths,2004,104320.0
RS,DEATH,Deaths,2005,106771.0
RS,DEATH,Deaths,2006,102884.0
RS,DEATH,Deaths,2007,102805.0
RS,DEATH,Deaths,2008,102711.0
RS,DEATH,Deaths,2009,104000.0
RS,DEATH,Deaths,2010,103211.0
RS,DEATH,Deaths,2011,102935.0
RS,DEATH,Deaths,2012,102400.0
RS,DEATH,Deaths,2013,100300.0
RS,DEATH,Deaths,2014,101247.0
RS,DEATH,Deaths,2015,103678.0
RS,DEATH,Deaths,2016,100834.0
RS,DEATH,Deaths,2017,103722.0
RS,DEATH,Deaths,2018,101655.0
RS,DEATH,Deaths,2019,101458.0
RS,DEATH,Deaths,2020,116850.0
RS,DEATH,Deaths,2021,136622.0
RS,DEATH,Deaths,2022,109203.0
RS,DEATH,Deaths,2023,97081.0
RS,DEATH,Deaths,2024,98230.0
RS,GBIRTHRT,Crude Birth Rate,1995,11.3
RS,GBIRTHRT,Crude Birth Rate,1996,10.8
RS,GBIRTHRT,Crude Birth Rate,1997,10.5
RS,GBIRTHRT,Crude Birth Rate,1998,10.1
RS,GBIRTHRT,Crude Birth Rate,1999,9.6
RS,GBIRTHRT,Crude Birth Rate,2000,9.8
RS,GBIRTHRT,Crude Birth Rate,2001,10.5
RS,GBIRTHRT,Crude Birth Rate,2002,10.4
RS,GBIRTHRT,Crude Birth Rate,2003,10.6
RS,GBIRTHRT,Crude Birth Rate,2004,10.5
RS,GBIRTHRT,Crude Birth Rate,2005,9.7
RS,GBIRTHRT,Crude Birth Rate,2006,9.6
RS,GBIRTHRT,Crude Birth Rate,2007,9.2
RS,GBIRTHRT,Crude Birth Rate,2008,9.4
RS,GBIRTHRT,Crude Birth Rate,2009,9.6
RS,GBIRTHRT,Crude Birth Rate,2010,9.4
RS,GBIRTHRT,Crude Birth Rate,2011,9.1
RS,GBIRTHRT,Crude Birth Rate,2012,9.3
RS,GBIRTHRT,Crude Birth Rate,2013,9.2
RS,GBIRTHRT,Crude Birth Rate,2014,9.3
RS,GBIRTHRT,Crude Birth Rate,2015,9.3
RS,GBIRTHRT,Crude Birth Rate,2016,9.2
RS,GBIRTHRT,Crude Birth Rate,2017,9.2
RS,GBIRTHRT,Crude Birth Rate,2018,9.2
RS,GBIRTHRT,Crude Birth Rate,2019,9.3
RS,GBIRTHRT,Crude Birth Rate,2020,8.9
RS,GBIRTHRT,Crude Birth Rate,2021,9.1
RS,GBIRTHRT,Crude Birth Rate,2022,9.3
RS,GBIRTHRT,Crude Birth Rate,2023,9.2
RS,GBIRTHRT,Crude Birth Rate,2024,9.2
RS,GDEATHRT,Crude Death Rate,1995,12.3
RS,GDEATHRT,Crude Death Rate,1996,12.9
RS,GDEATHRT,Crude Death Rate,1997,12.9
RS,GDEATHRT,Crude Death Rate,1998,13.1
RS,GDEATHRT,Crude Death Rate,1999,13.5
RS,GDEATHRT,Crude Death Rate,2000,13.8
RS,GDEATHRT,Crude Death Rate,2001,13.2
RS,GDEATHRT,Crude Death Rate,2002,13.7
RS,GDEATHRT,Crude Death Rate,2003,13.9
RS,GDEATHRT,Crude Death Rate,2004,14.0
RS,GDEATHRT,Crude Death Rate,2005,14.3
RS,GDEATHRT,Crude Death Rate,2006,13.9
RS,GDEATHRT,Crude Death Rate,2007,13.9
RS,GDEATHRT,Crude Death Rate,2008,14.0
RS,GDEATHRT,Crude Death Rate,2009,14.2
RS,GDEATHRT,Crude Death Rate,2010,14.2
RS,GDEATHRT,Crude Death Rate,2011,14.2
RS,GDEATHRT,Crude Death Rate,2012,14.2
RS,GDEATHRT,Crude Death Rate,2013,14.0
RS,GDEATHRT,Crude Death Rate,2014,14.2
RS,GDEATHRT,Crude Death Rate,2015,14.6
RS,GDEATHRT,Crude Death Rate,2016,14.3
RS,GDEATHRT,Crude Death Rate,2017,14.8
RS,GDEATHRT,Crude Death Rate,2018,14.6
RS,GDEATHRT,Crude Death Rate,2019,14.6
RS,GDEATHRT,Crude Death Rate,2020,16.9
RS,GDEATHRT,Crude Death Rate,2021,20.0
RS,GDEATHRT,Crude Death Rate,2022,16.3
RS,GDEATHRT,Crude Death Rate,2023,14.7
RS,GDEATHRT,Crude Death Rate,2024,14.9
RS,JAN,Population on 1 January,1995,7625488.0
RS,JAN,Population on 1 January,1996,7625225.0
RS,JAN,Population on 1 January,1997,7610362.0
RS,JAN,Population on 1 January,1998,7582640.0
RS,JAN,Population on 1 January,1999,7552850.0
RS,JAN,Population on 1 January,2000,7527952.0
RS,JAN,Population on 1 January,2001,7504739.0
RS,JAN,Population on 1 January,2002,7502126.0
RS,JAN,Population on 1 January,2003,7490918.0
RS,JAN,Population on 1 January,2004,7470263.0
RS,JAN,Population on 1 January,2005,7456050.0
RS,JAN,Population on 1 January,2006,7425487.0
RS,JAN,Population on 1 January,2007,7397651.0
RS,JAN,Population on 1 January,2008,7365507.0
RS,JAN,Population on 1 January,2009,7334937.0
RS,JAN,Population on 1 January,2010,7306677.0
RS,JAN,Population on 1 January,2011,7251549.0
RS,JAN,Population on 1 January,2012,7216649.0
RS,JAN,Population on 1 January,2013,7181505.0
RS,JAN,Population on 1 January,2014,7146759.0
RS,JAN,Population on 1 January,2015,7114393.0
RS,JAN,Population on 1 January,2016,7076372.0
RS,JAN,Population on 1 January,2017,7040272.0
RS,JAN,Population on 1 January,2018,7001444.0
RS,JAN,Population on 1 January,2019,6963764.0
RS,JAN,Population on 1 January,2020,6926705.0
RS,JAN,Population on 1 January,2021,6871547.0
RS,JAN,Population on 1 January,2022,6797105.0
RS,JAN,Population on 1 January,2023,6641197.0
RS,JAN,Population on 1 January,2024,6605168.0
RS,LBIRTH,Live births,1995,86236.0
RS,LBIRTH,Live births,1996,82548.0
RS,LBIRTH,Live births,1997,79716.0
RS,LBIRTH,Live births,1998,76330.0
RS,LBIRTH,Live births,1999,72222.0
RS,LBIRTH,Live births,2000,73764.0
RS,LBIRTH,Live births,2001,78435.0
RS,LBIRTH,Live births,2002,78101.0
RS,LBIRTH,Live births,2003,79025.0
RS,LBIRTH,Live births,2004,78186.0
RS,LBIRTH,Live births,2005,72180.0
RS,LBIRTH,Live births,2006,70997.0
RS,LBIRTH,Live births,2007,68102.0
RS,LBIRTH,Live births,2008,69083.0
RS,LBIRTH,Live births,2009,70299.0
RS,LBIRTH,Live births,2010,68304.0
RS,LBIRTH,Live births,2011,65598.0
RS,LBIRTH,Live births,2012,67257.0
RS,LBIRTH,Live births,2013,65554.0
RS,LBIRTH,Live births,2014,66461.0
RS,LBIRTH,Live births,2015,65657.0
RS,LBIRTH,Live births,2016,64734.0
RS,LBIRTH,Live births,2017,64894.0
RS,LBIRTH,Live births,2018,63975.0
RS,LBIRTH,Live births,2019,64399.0
RS,LBIRTH,Live births,2020,61692.0
RS,LBIRTH,Live births,2021,62180.0
RS,LBIRTH,Live births,2022,62700.0
RS,LBIRTH,Live births,2023,61052.0
RS,LBIRTH,Live births,2024,60845.0
RS,NATGROWRT,Natural Change Rate,1995,-1.0
RS,NATGROWRT,Natural Change Rate,1996,-2.1
RS,NATGROWRT,Natural Change Rate,1997,-2.4
RS,NATGROWRT,Natural Change Rate,1998,-3.0
RS,NATGROWRT,Natural Change Rate,1999,-3.9
RS,NATGROWRT,Natural Change Rate,2000,-4.0
RS,NATGROWRT,Natural Change Rate,2001,-2.7
RS,NATGROWRT,Natural Change Rate,2002,-3.3
RS,NATGROWRT,Natural Change Rate,2003,-3.3
RS,NATGROWRT,Natural Change Rate,2004,-3.5
RS,NATGROWRT,Natural Change Rate,2005,-4.6
RS,NATGROWRT,Natural Change Rate,2006,-4.3
RS,NATGROWRT,Natural Change Rate,2007,-4.7
RS,NATGROWRT,Natural Change Rate,2008,-4.6
RS,NATGROWRT,Natural Change Rate,2009,-4.6
RS,NATGROWRT,Natural Change Rate,2010,-4.8
RS,NATGROWRT,Natural Change Rate,2011,-5.2
RS,NATGROWRT,Natural Change Rate,2012,-4.9
RS,NATGROWRT,Natural Change Rate,2013,-4.8
RS,NATGROWRT,Natural Change Rate,2014,-4.9
RS,NATGROWRT,Natural Change Rate,2015,-5.4
RS,NATGROWRT,Natural Change Rate,2016,-5.1
RS,NATGROWRT,Natural Change Rate,2017,-5.5
RS,NATGROWRT,Natural Change Rate,2018,-5.4
RS,NATGROWRT,Natural Change Rate,2019,-5.3
RS,NATGROWRT,Natural Change Rate,2020,-8.0
RS,NATGROWRT,Natural Change Rate,2021,-10.9
RS,NATGROWRT,Natural Change Rate,2022,-6.9
RS,NATGROWRT,Natural Change Rate,2023,-5.4
RS,NATGROWRT,Natural Change Rate,2024,-5.7
RU,CNMIGRATRT,Net Migration Rate,1996,3.5
RU,CNMIGRATRT,Net Migration Rate,1997,3.6
RU,CNMIGRATRT,Net Migration Rate,1998,3.0
RU,CNMIGRATRT,Net Migration Rate,1999,1.9
RU,CNMIGRATRT,Net Migration Rate,2000,2.5
RU,CNMIGRATRT,Net Migration Rate,2001,2.0
RU,CNMIGRATRT,Net Migration Rate,2002,3.1
RU,CNMIGRATRT,Net Migration Rate,2003,-0.8
RU,CNMIGRATRT,Net Migration Rate,2004,0.7
RU,CNMIGRATRT,Net Migration Rate,2005,0.9
RU,CNMIGRATRT,Net Migration Rate,2006,1.1
RU,CNMIGRATRT,Net Migration Rate,2007,1.8
RU,CNMIGRATRT,Net Migration Rate,2008,1.8
RU,CNMIGRATRT,Net Migration Rate,2009,1.8
RU,CNMIGRATRT,Net Migration Rate,2010,8.3
RU,CNMIGRATRT,Net Migration Rate,2011,2.3
RU,DEATH,Deaths,1996,2082249.0
RU,DEATH,Deaths,1997,2015779.0
RU,DEATH,Deaths,1998,1988744.0
RU,DEATH,Deaths,1999,2144316.0
RU,DEATH,Deaths,2000,2225334.0
RU,DEATH,Deaths,2001,2254856.0
RU,DEATH,Deaths,2002,2332272.0
RU,DEATH,Deaths,2003,2365826.0
RU,DEATH,Deaths,2004,2295402.0
RU,DEATH,Deaths,2005,2303935.0
RU,DEATH,Deaths,2006,2166703.0
RU,DEATH,Deaths,2007,2080445.0
RU,DEATH,Deaths,2008,2075954.0
RU,DEATH,Deaths,2009,2010543.0
RU,DEATH,Deaths,2010,2028516.0
RU,DEATH,Deaths,2011,1925720.0
RU,DEATH,Deaths,2013,1871809.0
RU,DEATH,Deaths,2014,1878039.0
RU,GBIRTHRT,Crude Birth Rate,1996,8.8
RU,GBIRTHRT,Crude Birth Rate,1997,8.5
RU,GBIRTHRT,Crude Birth Rate,1998,8.7
RU,GBIRTHRT,Crude Birth Rate,1999,8.3
RU,GBIRTHRT,Crude Birth Rate,2000,8.6
RU,GBIRTHRT,Crude Birth Rate,2001,9.0
RU,GBIRTHRT,Crude Birth Rate,2002,9.6
RU,GBIRTHRT,Crude Birth Rate,2003,10.2
RU,GBIRTHRT,Crude Birth Rate,2004,10.4
RU,GBIRTHRT,Crude Birth Rate,2005,10.2
RU,GBIRTHRT,Crude Birth Rate,2006,10.4
RU,GBIRTHRT,Crude Birth Rate,2007,11.3
RU,GBIRTHRT,Crude Birth Rate,2008,12.1
RU,GBIRTHRT,Crude Birth Rate,2009,12.4
RU,GBIRTHRT,Crude Birth Rate,2010,12.6
RU,GBIRTHRT,Crude Birth Rate,2011,12.6
RU,GDEATHRT,Crude Death Rate,1996,14.1
RU,GDEATHRT,Crude Death Rate,1997,13.6
RU,GDEATHRT,Crude Death Rate,1998,13.5
RU,GDEATHRT,Crude Death Rate,1999,14.6
RU,GDEATHRT,Crude Death Rate,2000,15.2
RU,GDEATHRT,Crude Death Rate,2001,15.4
RU,GDEATHRT,Crude Death Rate,2002,16.0
RU,GDEATHRT,Crude Death Rate,2003,16.4
RU,GDEATHRT,Crude Death Rate,2004,16.0
RU,GDEATHRT,Crude Death Rate,2005,16.1
RU,GDEATHRT,Crude Death Rate,2006,15.2
RU,GDEATHRT,Crude Death Rate,2007,14.6
RU,GDEATHRT,Crude Death Rate,2008,14.6
RU,GDEATHRT,Crude Death Rate,2009,14.2
RU,GDEATHRT,Crude Death Rate,2010,14.2
RU,GDEATHRT,Crude Death Rate,2011,13.5
RU,JAN,Population on 1 January,1996,148291638.0
RU,JAN,Population on 1 January,1997,148028613.0
RU,JAN,Population on 1 January,1998,147802133.0
RU,JAN,Population on 1 January,1999,147539426.0
RU,JAN,Population on 1 January,2000,146890128.0
RU,JAN,Population on 1 January,2001,146303611.0
RU,JAN,Population on 1 January,2002,145649334.0
RU,JAN,Population on 1 January,2003,145166731.0
RU,JAN,Population on 1 January,2004,144168205.0
RU,JAN,Population on 1 January,2005,143474219.0
RU,JAN,Population on 1 January,2006,142753551.0
RU,JAN,Population on 1 January,2007,142220968.0
RU,JAN,Population on 1 January,2008,142008838.0
RU,JAN,Population on 1 January,2009,141903979.0
RU,JAN,Population on 1 January,2010,141914509.0
RU,JAN,Population on 1 January,2011,142856536.0
RU,JAN,Population on 1 January,2012,143056383.0
RU,JAN,Population on 1 January,2014,143666931.0
RU,LBIRTH,Live births,1996,1304638.0
RU,LBIRTH,Live births,1997,1259943.0
RU,LBIRTH,Live births,1998,1283292.0
RU,LBIRTH,Live births,1999,1214689.0
RU,LBIRTH,Live births,2000,1266800.0
RU,LBIRTH,Live births,2001,1311604.0
RU,LBIRTH,Live births,2002,1396967.0
RU,LBIRTH,Live births,2003,1477301.0
RU,LBIRTH,Live births,2004,1502477.0
RU,LBIRTH,Live births,2005,1457376.0
RU,LBIRTH,Live births,2006,1479637.0
RU,LBIRTH,Live births,2007,1610122.0
RU,LBIRTH,Live births,2008,1713947.0
RU,LBIRTH,Live births,2009,1761687.0
RU,LBIRTH,Live births,2010,1788948.0
RU,LBIRTH,Live births,2011,1796629.0
RU,LBIRTH,Live births,2013,1895822.0
RU,LBIRTH,Live births,2014,1913472.0
RU,NATGROWRT,Natural Change Rate,1996,-5.2
RU,NATGROWRT,Natural Change Rate,1997,-5.1
RU,NATGROWRT,Natural Change Rate,1998,-4.8
RU,NATGROWRT,Natural Change Rate,1999,-6.3
RU,NATGROWRT,Natural Change Rate,2000,-6.5
RU,NATGROWRT,Natural Change Rate,2001,-6.5
RU,NATGROWRT,Natural Change Rate,2002,-6.4
RU,NATGROWRT,Natural Change Rate,2003,-6.1
RU,NATGROWRT,Natural Change Rate,2004,-5.5
RU,NATGROWRT,Natural Change Rate,2005,-5.9
RU,NATGROWRT,Natural Change Rate,2006,-4.8
RU,NATGROWRT,Natural Change Rate,2007,-3.3
RU,NATGROWRT,Natural Change Rate,2008,-2.6
RU,NATGROWRT,Natural Change Rate,2009,-1.8
RU,NATGROWRT,Natural Change Rate,2010,-1.7
RU,NATGROWRT,Natural Change Rate,2011,-0.9
SE,CNMIGRATRT,Net Migration Rate,1960,-0.1
SE,CNMIGRATRT,Net Migration Rate,1961,1.7
SE,CNMIGRATRT,Net Migration Rate,1962,1.1
SE,CNMIGRATRT,Net Migration Rate,1963,1.3
SE,CNMIGRATRT,Net Migration Rate,1964,2.8
SE,CNMIGRATRT,Net Migration Rate,1965,4.2
SE,CNMIGRATRT,Net Migration Rate,1966,3.3
SE,CNMIGRATRT,Net Migration Rate,1967,1.0
SE,CNMIGRATRT,Net Migration Rate,1968,1.1
SE,CNMIGRATRT,Net Migration Rate,1969,6.1
SE,CNMIGRATRT,Net Migration Rate,1970,5.8
SE,CNMIGRATRT,Net Migration Rate,1971,0.3
SE,CNMIGRATRT,Net Migration Rate,1972,-1.8
SE,CNMIGRATRT,Net Migration Rate,1973,-1.2
SE,CNMIGRATRT,Net Migration Rate,1974,1.2
SE,CNMIGRATRT,Net Migration Rate,1975,2.0
SE,CNMIGRATRT,Net Migration Rate,1976,2.4
SE,CNMIGRATRT,Net Migration Rate,1977,2.8
SE,CNMIGRATRT,Net Migration Rate,1978,1.7
SE,CNMIGRATRT,Net Migration Rate,1979,1.6
SE,CNMIGRATRT,Net Migration Rate,1980,1.2
SE,CNMIGRATRT,Net Migration Rate,1981,0.4
SE,CNMIGRATRT,Net Migration Rate,1982,0.3
SE,CNMIGRATRT,Net Migration Rate,1983,0.3
SE,CNMIGRATRT,Net Migration Rate,1984,1.0
SE,CNMIGRATRT,Net Migration Rate,1985,1.3
SE,CNMIGRATRT,Net Migration Rate,1986,1.8
SE,CNMIGRATRT,Net Migration Rate,1987,2.5
SE,CNMIGRATRT,Net Migration Rate,1988,3.5
SE,CNMIGRATRT,Net Migration Rate,1989,5.2
SE,CNMIGRATRT,Net Migration Rate,1990,4.1
SE,CNMIGRATRT,Net Migration Rate,1991,2.9
SE,CNMIGRATRT,Net Migration Rate,1992,2.3
SE,CNMIGRATRT,Net Migration Rate,1993,3.7
SE,CNMIGRATRT,Net Migration Rate,1994,5.8
SE,CNMIGRATRT,Net Migration Rate,1995,1.3
SE,CNMIGRATRT,Net Migration Rate,1996,0.7
SE,CNMIGRATRT,Net Migration Rate,1997,0.7
SE,CNMIGRATRT,Net Migration Rate,1998,1.2
SE,CNMIGRATRT,Net Migration Rate,1999,1.5
SE,CNMIGRATRT,Net Migration Rate,2000,2.7
SE,CNMIGRATRT,Net Migration Rate,2001,3.2
SE,CNMIGRATRT,Net Migration Rate,2002,3.5
SE,CNMIGRATRT,Net Migration Rate,2003,3.2
SE,CNMIGRATRT,Net Migration Rate,2004,2.8
SE,CNMIGRATRT,Net Migration Rate,2005,3.0
SE,CNMIGRATRT,Net Migration Rate,2006,5.6
SE,CNMIGRATRT,Net Migration Rate,2007,5.9
SE,CNMIGRATRT,Net Migration Rate,2008,6.0
SE,CNMIGRATRT,Net Migration Rate,2009,6.7
SE,CNMIGRATRT,Net Migration Rate,2010,5.3
SE,CNMIGRATRT,Net Migration Rate,2011,4.8
SE,CNMIGRATRT,Net Migration Rate,2012,5.4
SE,CNMIGRATRT,Net Migration Rate,2013,6.9
SE,CNMIGRATRT,Net Migration Rate,2014,7.9
SE,CNMIGRATRT,Net Migration Rate,2015,8.1
SE,CNMIGRATRT,Net Migration Rate,2016,11.9
SE,CNMIGRATRT,Net Migration Rate,2017,10.1
SE,CNMIGRATRT,Net Migration Rate,2018,8.5
SE,CNMIGRATRT,Net Migration Rate,2019,7.0
SE,CNMIGRATRT,Net Migration Rate,2020,3.5
SE,CNMIGRATRT,Net Migration Rate,2021,4.9
SE,CNMIGRATRT,Net Migration Rate,2022,5.6
SE,CNMIGRATRT,Net Migration Rate,2023,2.3
SE,CNMIGRATRT,Net Migration Rate,2024,2.7
SE,DEATH,Deaths,1960,75093.0
SE,DEATH,Deaths,1961,73555.0
SE,DEATH,Deaths,1962,76791.0
SE,DEATH,Deaths,1963,76460.0
SE,DEATH,Deaths,1964,76661.0
SE,DEATH,Deaths,1965,78194.0
SE,DEATH,Deaths,1966,78440.0
SE,DEATH,Deaths,1967,79783.0
SE,DEATH,Deaths,1968,82464.0
SE,DEATH,Deaths,1969,83338.0
SE,DEATH,Deaths,1970,80016.0
SE,DEATH,Deaths,1971,82734.0
SE,DEATH,Deaths,1972,84056.0
SE,DEATH,Deaths,1973,85640.0
SE,DEATH,Deaths,1974,86316.0
SE,DEATH,Deaths,1975,88208.0
SE,DEATH,Deaths,1976,90677.0
SE,DEATH,Deaths,1977,88200.0
SE,DEATH,Deaths,1978,89681.0
SE,DEATH,Deaths,1979,91074.0
SE,DEATH,Deaths,1980,91797.0
SE,DEATH,Deaths,1981,92034.0
SE,DEATH,Deaths,1982,90670.0
SE,DEATH,Deaths,1983,90790.0
SE,DEATH,Deaths,1984,90482.0
SE,DEATH,Deaths,1985,94032.0
SE,DEATH,Deaths,1986,93295.0
SE,DEATH,Deaths,1987,93307.0
SE,DEATH,Deaths,1988,96743.0
SE,DEATH,Deaths,1989,92110.0
SE,DEATH,Deaths,1990,95161.0
SE,DEATH,Deaths,1991,95202.0
SE,DEATH,Deaths,1992,94710.0
SE,DEATH,Deaths,1993,97008.0
SE,DEATH,Deaths,1994,91844.0
SE,DEATH,Deaths,1995,93955.0
SE,DEATH,Deaths,1996,94133.0
SE,DEATH,Deaths,1997,93326.0
SE,DEATH,Deaths,1998,93271.0
SE,DEATH,Deaths,1999,94726.0
SE,DEATH,Deaths,2000,93461.0
SE,DEATH,Deaths,2001,93752.0
SE,DEATH,Deaths,2002,95009.0
SE,DEATH,Deaths,2003,92961.0
SE,DEATH,Deaths,2004,90532.0
SE,DEATH,Deaths,2005,91710.0
SE,DEATH,Deaths,2006,91177.0
SE,DEATH,Deaths,2007,91729.0
SE,DEATH,Deaths,2008,91449.0
SE,DEATH,Deaths,2009,90080.0
SE,DEATH,Deaths,2010,90487.0
SE,DEATH,Deaths,2011,89938.0
SE,DEATH,Deaths,2012,91938.0
SE,DEATH,Deaths,2013,90402.0
SE,DEATH,Deaths,2014,88976.0
SE,DEATH,Deaths,2015,90907.0
SE,DEATH,Deaths,2016,90982.0
SE,DEATH,Deaths,2017,91972.0
SE,DEATH,Deaths,2018,92185.0
SE,DEATH,Deaths,2019,88766.0
SE,DEATH,Deaths,2020,98124.0
SE,DEATH,Deaths,2021,91958.0
SE,DEATH,Deaths,2022,94737.0
SE,DEATH,Deaths,2023,94385.0
SE,DEATH,Deaths,2024,91268.0
SE,GBIRTHRT,Crude Birth Rate,1960,13.7
SE,GBIRTHRT,Crude Birth Rate,1961,13.9
SE,GBIRTHRT,Crude Birth Rate,1962,14.2
SE,GBIRTHRT,Crude Birth Rate,1963,14.8
SE,GBIRTHRT,Crude Birth Rate,1964,16.0
SE,GBIRTHRT,Crude Birth Rate,1965,15.9
SE,GBIRTHRT,Crude Birth Rate,1966,15.8
SE,GBIRTHRT,Crude Birth Rate,1967,15.4
SE,GBIRTHRT,Crude Birth Rate,1968,14.3
SE,GBIRTHRT,Crude Birth Rate,1969,13.5
SE,GBIRTHRT,Crude Birth Rate,1970,13.7
SE,GBIRTHRT,Crude Birth Rate,1971,14.1
SE,GBIRTHRT,Crude Birth Rate,1972,13.8
SE,GBIRTHRT,Crude Birth Rate,1973,13.5
SE,GBIRTHRT,Crude Birth Rate,1974,13.5
SE,GBIRTHRT,Crude Birth Rate,1975,12.6
SE,GBIRTHRT,Crude Birth Rate,1976,12.0
SE,GBIRTHRT,Crude Birth Rate,1977,11.6
SE,GBIRTHRT,Crude Birth Rate,1978,11.3
SE,GBIRTHRT,Crude Birth Rate,1979,11.6
SE,GBIRTHRT,Crude Birth Rate,1980,11.7
SE,GBIRTHRT,Crude Birth Rate,1981,11.3
SE,GBIRTHRT,Crude Birth Rate,1982,11.1
SE,GBIRTHRT,Crude Birth Rate,1983,11.0
SE,GBIRTHRT,Crude Birth Rate,1984,11.3
SE,GBIRTHRT,Crude Birth Rate,1985,11.8
SE,GBIRTHRT,Crude Birth Rate,1986,12.2
SE,GBIRTHRT,Crude Birth Rate,1987,12.5
SE,GBIRTHRT,Crude Birth Rate,1988,13.3
SE,GBIRTHRT,Crude Birth Rate,1989,13.7
SE,GBIRTHRT,Crude Birth Rate,1990,14.5
SE,GBIRTHRT,Crude Birth Rate,1991,14.4
SE,GBIRTHRT,Crude Birth Rate,1992,14.2
SE,GBIRTHRT,Crude Birth Rate,1993,13.5
SE,GBIRTHRT,Crude Birth Rate,1994,12.8
SE,GBIRTHRT,Crude Birth Rate,1995,11.7
SE,GBIRTHRT,Crude Birth Rate,1996,10.8
SE,GBIRTHRT,Crude Birth Rate,1997,10.2
SE,GBIRTHRT,Crude Birth Rate,1998,10.1
SE,GBIRTHRT,Crude Birth Rate,1999,10.0
SE,GBIRTHRT,Crude Birth Rate,2000,10.2
SE,GBIRTHRT,Crude Birth Rate,2001,10.3
SE,GBIRTHRT,Crude Birth Rate,2002,10.7
SE,GBIRTHRT,Crude Birth Rate,2003,11.1
SE,GBIRTHRT,Crude Birth Rate,2004,11.2
SE,GBIRTHRT,Crude Birth Rate,2005,11.2
SE,GBIRTHRT,Crude Birth Rate,2006,11.7
SE,GBIRTHRT,Crude Birth Rate,2007,11.7
SE,GBIRTHRT,Crude Birth Rate,2008,11.9
SE,GBIRTHRT,Crude Birth Rate,2009,12.0
SE,GBIRTHRT,Crude Birth Rate,2010,12.3
SE,GBIRTHRT,Crude Birth Rate,2011,11.8
SE,GBIRTHRT,Crude Birth Rate,2012,11.9
SE,GBIRTHRT,Crude Birth Rate,2013,11.8
SE,GBIRTHRT,Crude Birth Rate,2014,11.9
SE,GBIRTHRT,Crude Birth Rate,2015,11.7
SE,GBIRTHRT,Crude Birth Rate,2016,11.8
SE,GBIRTHRT,Crude Birth Rate,2017,11.5
SE,GBIRTHRT,Crude Birth Rate,2018,11.4
SE,GBIRTHRT,Crude Birth Rate,2019,11.1
SE,GBIRTHRT,Crude Birth Rate,2020,10.9
SE,GBIRTHRT,Crude Birth Rate,2021,11.0
SE,GBIRTHRT,Crude Birth Rate,2022,10.0
SE,GBIRTHRT,Crude Birth Rate,2023,9.5
SE,GBIRTHRT,Crude Birth Rate,2024,9.3
SE,GDEATHRT,Crude Death Rate,1960,10.0
SE,GDEATHRT,Crude Death Rate,1961,9.8
SE,GDEATHRT,Crude Death Rate,1962,10.2
SE,GDEATHRT,Crude Death Rate,1963,10.1
SE,GDEATHRT,Crude Death Rate,1964,10.0
SE,GDEATHRT,Crude Death Rate,1965,10.1
SE,GDEATHRT,Crude Death Rate,1966,10.0
SE,GDEATHRT,Crude Death Rate,1967,10.1
SE,GDEATHRT,Crude Death Rate,1968,10.4
SE,GDEATHRT,Crude Death Rate,1969,10.5
SE,GDEATHRT,Crude Death Rate,1970,9.9
SE,GDEATHRT,Crude Death Rate,1971,10.2
SE,GDEATHRT,Crude Death Rate,1972,10.3
SE,GDEATHRT,Crude Death Rate,1973,10.5
SE,GDEATHRT,Crude Death Rate,1974,10.6
SE,GDEATHRT,Crude Death Rate,1975,10.8
SE,GDEATHRT,Crude Death Rate,1976,11.0
SE,GDEATHRT,Crude Death Rate,1977,10.7
SE,GDEATHRT,Crude Death Rate,1978,10.8
SE,GDEATHRT,Crude Death Rate,1979,11.0
SE,GDEATHRT,Crude Death Rate,1980,11.0
SE,GDEATHRT,Crude Death Rate,1981,11.1
SE,GDEATHRT,Crude Death Rate,1982,10.9
SE,GDEATHRT,Crude Death Rate,1983,10.9
SE,GDEATHRT,Crude Death Rate,1984,10.9
SE,GDEATHRT,Crude Death Rate,1985,11.3
SE,GDEATHRT,Crude Death Rate,1986,11.1
SE,GDEATHRT,Crude Death Rate,1987,11.1
SE,GDEATHRT,Crude Death Rate,1988,11.5
SE,GDEATHRT,Crude Death Rate,1989,10.8
SE,GDEATHRT,Crude Death Rate,1990,11.1
SE,GDEATHRT,Crude Death Rate,1991,11.0
SE,GDEATHRT,Crude Death Rate,1992,10.9
SE,GDEATHRT,Crude Death Rate,1993,11.1
SE,GDEATHRT,Crude Death Rate,1994,10.5
